"id","atlas_id","name","acronym","red","green","blue","st_order","st_level","ontology_id","hemisphere_id","sibling_order","created_at","updated_at","row_number"
4616,4610,"paraventricular nucleus of the hypothalamus, right, magnocellular division, posterior magnocellular part, lateral zone","PVHpml",127,255,132,0,"",7,2,0,"","2013-06-17 19:45:05.325339","2971"
4617,4611,"paraventricular nucleus of the hypothalamus, right, parvicellular division","PVHp",127,255,132,3,"",7,2,3,"","2013-06-17 19:45:05.339588","2972"
4618,4612,"paraventricular nucleus of the hypothalamus, right, parvicellular division, anterior parvicellular part","PVHap",127,255,132,0,"",7,2,0,"","2013-06-17 19:45:05.346815","2973"
4619,4613,"paraventricular nucleus of the hypothalamus, right, parvicellular division, medial parvicellular part, dorsal zone","PVHmpd",127,255,132,1,"",7,2,1,"","2013-06-17 19:45:05.353986","2974"
4620,4614,"paraventricular nucleus of the hypothalamus, right, parvicellular division, periventricular part","PVHpv",127,255,132,2,"",7,2,2,"","2013-06-17 19:45:05.361128","2975"
4621,4615,"suprachiasmatic nucleus, right","SCN",127,255,132,1,"",7,2,1,"","2013-06-17 19:45:05.467122","2976"
4622,4616,"suprachiasmatic nucleus, right, dorsomedial part","SCNd",127,255,132,0,"",7,2,0,"","2013-06-17 19:45:05.474004","2977"
4623,4617,"suprachiasmatic nucleus, right, ventrolateral part","SCNv",127,255,132,1,"",7,2,1,"","2013-06-17 19:45:05.480877","2978"
4624,4618,"supraoptic nucleus, right","SO",127,255,132,1,"",7,2,1,"","2013-06-17 19:45:05.417798","2979"
4625,4619,"supraoptic nucleus, right, dorsolateral part","SODL",127,255,132,0,"",7,2,0,"","2013-06-17 19:45:05.424792","2980"
4626,4620,"supraoptic nucleus, right, ventromedial part","SOVM",127,255,132,1,"",7,2,1,"","2013-06-17 19:45:05.431778","2981"
4627,4621,"lateral hypothalamic area, anterior region, right","LHA",127,255,132,1,"",7,2,1,"","2013-06-17 19:45:05.103637","2982"
4628,4622,"pallidohypothalamic nucleus, right","PalHy",127,255,137,0,"",7,2,0,"","2013-06-18 16:29:39.710931","2983"
4629,4623,"anterior hypothalamic area, right","AHA",127,255,132,1,"",7,2,1,"","2013-06-17 19:45:05.04291","2984"
4630,4624,"anterior hypothalamic area, right, anterior part","AHAA",127,255,132,0,"",7,2,0,"","2013-06-17 19:45:05.050468","2985"
4631,4625,"anterior hypothalamic area, right, central part","AHC",127,255,132,1,"",7,2,1,"","2013-06-17 19:45:05.058294","2986"
4632,4626,"anterior hypothalamic nucleus, right","AHN",127,255,132,1,"",7,2,1,"","2013-06-17 19:45:05.080999","2987"
4633,4627,"tuberal region","TubR",127,255,151,3,"",7,3,3,"","2013-06-17 19:45:06.603959","2988"
4634,4628,"pituitary body","Pit",127,255,151,0,"",7,3,0,"","2013-06-17 19:45:06.610962","2989"
4636,4630,"periventricular nucleus of the hypothalamus, tuberal part, left","PVt",127,255,151,0,"",7,1,0,"","2013-06-17 19:45:06.817643","2990"
4637,4631,"ventromedial hypothalamic nucleus, left","VMH",127,255,151,0,"",7,1,0,"","2013-06-17 19:45:07.477502","2991"
4638,4632,"ventromedial hypothalamic nucleus, left, ventral part","VMHv",127,255,151,2,"",7,1,2,"","2013-06-17 19:45:07.500242","2992"
4639,4633,"ventromedial hypothalamic nucleus, left, dorsal part","VMHd",127,255,151,0,"",7,1,0,"","2013-06-17 19:45:07.484973","2993"
4640,4634,"ventromedial hypothalamic nucleus, left, central part","VMHc",127,255,151,1,"",7,1,1,"","2013-06-17 19:45:07.492651","2994"
4641,4635,"dorsomedial hypothalamic nucleus, left","DMH",127,255,151,0,"",7,1,0,"","2013-06-17 19:45:06.687273","2995"
4642,4636,"dorsomedial hypothalamic nucleus, left, compact part","DMC",127,255,151,0,"",7,1,0,"","2013-06-17 19:45:06.69415","2996"
4643,4637,"dorsomedial hypothalamic nucleus, left, diffuse part","DMD",127,255,151,1,"",7,1,1,"","2013-06-17 19:45:06.701021","2997"
4644,4638,"arcuate nucleus of the hypothalamus, left","ARH",127,255,151,0,"",7,1,0,"","2013-06-17 19:45:06.624981","2998"
4645,4639,"arcuate nucleus of the hypothalamus, left, dorsal part","ArcD",127,255,151,0,"",7,1,0,"","2013-06-17 19:45:06.631955","2999"
4646,4640,"arcuate nucleus of the hypothalamus, left, lateral part","ArcL",127,255,151,1,"",7,1,1,"","2013-06-17 19:45:06.638931","3000"
4647,4641,"arcuate nucleus of the hypothalamus, left, medial part","ArcM",127,255,151,2,"",7,1,2,"","2013-06-17 19:45:06.645918","3001"
4648,4642,"perifornical nucleus, left","PeF",127,255,151,0,"",7,1,0,"","2013-06-17 19:45:06.797081","3002"
4649,4643,"median eminence, left","ME",127,255,151,0,"",7,1,0,"","2013-06-17 19:45:06.776296","3003"
4651,4645,"periventricular nucleus of the hypothalamus, tuberal part, right","PVt",127,255,151,1,"",7,2,1,"","2013-06-17 19:45:07.460955","3004"
4652,4646,"ventromedial hypothalamic nucleus, right","VMH",127,255,151,1,"",7,2,1,"","2013-06-17 19:45:07.507879","3005"
4653,4647,"ventromedial hypothalamic nucleus, right, ventral part","VMHv",127,255,151,2,"",7,2,2,"","2013-06-17 19:45:07.530503","3006"
4654,4648,"ventromedial hypothalamic nucleus, right, dorsal part","VMHd",127,255,151,0,"",7,2,0,"","2013-06-17 19:45:07.51553","3007"
4655,4649,"ventromedial hypothalamic nucleus, right, central part","VMHc",127,255,151,1,"",7,2,1,"","2013-06-17 19:45:07.52298","3008"
4656,4650,"dorsomedial hypothalamic nucleus, right","DMH",127,255,151,1,"",7,2,1,"","2013-06-17 19:45:06.707891","3009"
4657,4651,"dorsomedial hypothalamic nucleus, right, compact part","DMC",127,255,151,0,"",7,2,0,"","2013-06-17 19:45:06.714689","3010"
4658,4652,"dorsomedial hypothalamic nucleus, right, diffuse part","DMD",127,255,151,1,"",7,2,1,"","2013-06-17 19:45:06.721591","3011"
4659,4653,"arcuate nucleus of the hypothalamus, right","ARH",127,255,151,1,"",7,2,1,"","2013-06-17 19:45:06.652837","3012"
4660,4654,"arcuate nucleus of the hypothalamus, right, dorsal part","ArcD",127,255,151,0,"",7,2,0,"","2013-06-17 19:45:06.659665","3013"
4661,4655,"arcuate nucleus of the hypothalamus, right, lateral part","ArcL",127,255,151,1,"",7,2,1,"","2013-06-17 19:45:06.666599","3014"
4662,4656,"arcuate nucleus of the hypothalamus, right, medial part","ArcM",127,255,151,2,"",7,2,2,"","2013-06-17 19:45:06.6735","3015"
4663,4657,"perifornical nucleus, right","PeF",127,255,151,1,"",7,2,1,"","2013-06-17 19:45:06.803892","3016"
4664,4658,"median eminence, right","ME",127,255,151,1,"",7,2,1,"","2013-06-17 19:45:06.783116","3017"
4665,4659,"mammillary region","MamR",127,255,137,1,"",7,3,1,"","2013-06-17 19:45:05.487763","3018"
4667,4661,"tuberomammillary nucleus, left","TM",127,255,137,0,"",7,1,0,"","2013-06-17 19:45:06.366046","3019"
4668,4662,"tuberomammillary nucleus, left, principle part","TMp",127,255,137,0,"",7,1,0,"","2013-06-17 19:45:06.373469","3020"
4669,4663,"supramammillary nucleus, left","SuM",127,255,137,0,"",7,1,0,"","2013-06-17 19:45:06.32866","3021"
4670,4664,"supramammillary nucleus, left, medial part","SuMM",127,255,137,0,"",7,1,0,"","2013-06-17 19:45:06.336281","3022"
4671,4665,"mammillary body, left","MB",127,255,137,0,"",7,1,0,"","2013-06-17 19:45:05.535933","3023"
4672,4666,"medial mammillary nucleus, left","MM",127,255,137,1,"",7,1,1,"","2013-06-17 19:45:05.549591","3024"
4673,4667,"medial mammillary nucleus, left, lateral part","MMl",127,255,137,0,"",7,1,0,"","2013-06-17 19:45:05.55658","3025"
4674,4668,"medial mammillary nucleus, left, medial part","MMm",127,255,137,1,"",7,1,1,"","2013-06-17 19:45:05.563428","3026"
4675,4669,"lateral mammillary nucleus, left","LM",127,255,137,0,"",7,1,0,"","2013-06-17 19:45:05.542698","3027"
4676,4670,"premammillary nucleus, left","PMm",127,255,137,2,"",7,1,2,"","2013-06-17 19:45:05.577071","3028"
4677,4671,"premammillary nucleus, left, dorsal part","PMD",127,255,137,0,"",7,1,0,"","2013-06-17 19:45:05.583937","3029"
4678,4672,"premammillary nucleus, left, ventral part","PMV",127,255,137,1,"",7,1,1,"","2013-06-17 19:45:05.590785","3030"
4679,4673,"posterior hypothalamic area, left","PHA",127,255,137,0,"",7,1,0,"","2013-06-17 19:45:06.305646","3031"
4681,4675,"tuberomammillary nucleus, right","TM",127,255,137,1,"",7,2,1,"","2013-06-17 19:45:06.380828","3032"
4682,4676,"tuberomammillary nucleus, right, principle part","TMp",127,255,137,0,"",7,2,0,"","2013-06-17 19:45:06.388256","3033"
4683,4677,"supramammillary nucleus, right","SuM",127,255,137,1,"",7,2,1,"","2013-06-17 19:45:06.343726","3034"
4684,4678,"supramammillary nucleus, right, medial part","SuMM",127,255,137,0,"",7,2,0,"","2013-06-17 19:45:06.351257","3035"
4685,4679,"mammillary body, right","MB",127,255,137,1,"",7,2,1,"","2013-06-17 19:45:05.597653","3036"
4686,4680,"medial mammillary nucleus, right","MM",127,255,137,1,"",7,2,1,"","2013-06-17 19:45:05.611384","3037"
4687,4681,"medial mammillary nucleus, right, lateral part","MMl",127,255,137,0,"",7,2,0,"","2013-06-17 19:45:06.251407","3038"
4688,4682,"medial mammillary nucleus, right, medial part","MMm",127,255,137,1,"",7,2,1,"","2013-06-17 19:45:06.259778","3039"
4689,4683,"lateral mammillary nucleus, right","LM",127,255,137,0,"",7,2,0,"","2013-06-17 19:45:05.604538","3040"
4690,4684,"premammillary nucleus, right","PMm",127,255,137,2,"",7,2,2,"","2013-06-17 19:45:06.275067","3041"
4691,4685,"premammillary nucleus, right, dorsal part","PMD",127,255,137,0,"",7,2,0,"","2013-06-17 19:45:06.282648","3042"
4692,4686,"premammillary nucleus, right, ventral part","PMV",127,255,137,1,"",7,2,1,"","2013-06-17 19:45:06.290259","3043"
4693,4687,"posterior hypothalamic area, right","PHA",127,255,137,1,"",7,2,1,"","2013-06-17 19:45:06.313265","3044"
4696,4690,"cerebellum","Cb",3,207,243,0,"",7,3,0,"","2013-06-17 19:45:11.86755","3045"
4697,4691,"cerebellar cortex","CbCx",0,213,232,0,"",7,3,0,"","2013-06-17 19:45:11.875134","3046"
4698,4692,"vermis","Ve",0,213,232,0,"",7,3,0,"","2013-06-17 19:45:12.529623","3047"
4699,4693,"anterior lobe of the vermis","ALVCb",0,213,232,0,"",7,3,0,"","2013-06-17 19:45:12.537655","3048"
4700,4694,"I-II","Ve-I-II",0,213,232,0,"",7,3,0,"","2013-06-17 19:45:12.545206","3049"
4701,4695,"III","Ve-III",0,213,232,1,"",7,3,1,"","2013-06-17 19:45:12.55296","3050"
4702,4696,"IV","Ve-IV",0,213,232,2,"",7,3,2,"","2013-06-17 19:45:12.560507","3051"
4703,4697,"V","Ve-V",0,213,232,3,"",7,3,3,"","2013-06-17 19:45:12.568023","3052"
4704,4698,"posterior lobe of the vermis","PLVCb",0,213,232,1,"",7,3,1,"","2013-06-17 19:45:12.57573","3053"
4705,4699,"VI","Ve-VI",0,213,232,0,"",7,3,0,"","2013-06-17 19:45:12.583132","3054"
4706,4700,"VIIAf","Ve-VIIAf",0,213,232,1,"",7,3,1,"","2013-06-17 19:45:12.590679","3055"
4707,4701,"VIIAt","Ve-VIIAt",0,213,232,2,"",7,3,2,"","2013-06-17 19:45:12.598097","3056"
4708,4702,"VIIB","Ve-VIIB",0,213,232,3,"",7,3,3,"","2013-06-17 19:45:12.605689","3057"
4709,4703,"VIIIA","Ve-VIIIA",0,213,232,4,"",7,3,4,"","2013-06-17 19:45:12.613056","3058"
4710,4704,"VIIIB","Ve-VIIIB",0,213,232,5,"",7,3,5,"","2013-06-17 19:45:12.620477","3059"
4711,4705,"IX","Ve-IX",0,213,232,6,"",7,3,6,"","2013-06-17 19:45:12.627918","3060"
4712,4706,"Flocculonodular Lobe of the Vermis","FNL",0,213,232,2,"",7,3,2,"","2013-06-17 19:45:12.635373","3061"
4713,4707,"X","Ve-X",0,213,232,0,"",7,3,0,"","2013-06-17 19:45:12.642772","3062"
4717,4711,"I-II, left, paravermis","PV-I-II",0,213,232,0,"",7,1,0,"","2013-06-17 19:45:12.672039","3063"
4718,4712,"III, left, paravermis","PV-III",0,213,232,0,"",7,1,0,"","2013-06-17 19:45:12.708724","3064"
4719,4713,"IV, left, paravermis","PV-IV",0,213,232,0,"",7,1,0,"","2013-06-17 19:45:12.754245","3065"
4720,4714,"V, left, paravermis","PV-V",0,213,232,0,"",7,1,0,"","2013-06-17 19:45:12.790346","3066"
4722,4716,"VI, left, paravermis","PV-VI",0,213,232,0,"",7,1,0,"","2013-06-17 19:45:12.833045","3067"
4723,4717,"Crus I, left, paravermis","PV-Crus I",0,213,232,0,"",7,1,0,"","2013-06-17 19:45:12.868411","3068"
4724,4718,"Crus II, left, paravermis","PV-Crus II",0,213,232,0,"",7,1,0,"","2013-06-17 19:45:12.903442","3069"
4725,4719,"VIIB, left, paravermis","PV-VIIB",0,213,232,0,"",7,1,0,"","2013-06-17 19:45:12.938575","3070"
4726,4720,"VIIIA, left, paravermis","PV-VIIIA",0,213,232,0,"",7,1,0,"","2013-06-17 19:45:12.972969","3071"
4727,4721,"VIIIB, left, paravermis","PV-VIIIB",0,213,232,0,"",7,1,0,"","2013-06-17 19:45:13.007803","3072"
4728,4722,"IX, left, paravermis","PV-IX",0,213,232,0,"",7,1,0,"","2013-06-17 19:45:13.042097","3073"
4730,4724,"X, left, paravermis","PV-X",0,213,232,0,"",7,1,0,"","2013-06-17 19:45:13.083104","3074"
4733,4727,"I-II, left, lateral hemisphere","He-I-II",0,213,232,1,"",7,1,1,"","2013-06-17 19:45:12.679484","3075"
4734,4728,"III, left, lateral hemisphere","He-III",0,213,232,1,"",7,1,1,"","2013-06-17 19:45:12.717306","3076"
4735,4729,"IV, left, lateral hemisphere","He-IV",0,213,232,1,"",7,1,1,"","2013-06-17 19:45:12.761494","3077"
4736,4730,"V, left, lateral hemisphere","He-V",0,213,232,1,"",7,1,1,"","2013-06-17 19:45:12.797548","3078"
4738,4732,"VI, left, lateral hemisphere","He-VI",0,213,232,1,"",7,1,1,"","2013-06-17 19:45:12.840178","3079"
4739,4733,"Crus I, left, lateral hemisphere","He-Crus I",0,213,232,1,"",7,1,1,"","2013-06-17 19:45:12.875455","3080"
4740,4734,"Crus II, left, lateral hemisphere","He-Crus II",0,213,232,1,"",7,1,1,"","2013-06-17 19:45:12.910466","3081"
4741,4735,"VIIB, left, lateral hemisphere","He-VIIB",0,213,232,1,"",7,1,1,"","2013-06-17 19:45:12.945498","3082"
4742,4736,"VIIIA, left, lateral hemisphere","He-VIIIA",0,213,232,1,"",7,1,1,"","2013-06-17 19:45:12.979953","3083"
4743,4737,"VIIIB, left, lateral hemisphere","He-VIIIB",0,213,232,1,"",7,1,1,"","2013-06-17 19:45:13.014675","3084"
4744,4738,"IX, left, lateral hemisphere","He-IX",0,213,232,1,"",7,1,1,"","2013-06-17 19:45:13.048983","3085"
4746,4740,"X, left, lateral hemisphere","He-X",0,213,232,1,"",7,1,1,"","2013-06-17 19:45:13.089966","3086"
4750,4744,"I-II, right, paravermis","PV-I-II",0,213,232,2,"",7,2,2,"","2013-06-17 19:45:12.686827","3087"
4751,4745,"III, right, paravermis","PV-III",0,213,232,2,"",7,2,2,"","2013-06-17 19:45:12.727708","3088"
4752,4746,"IV, right, paravermis","PV-IV",0,213,232,2,"",7,2,2,"","2013-06-17 19:45:12.76872","3089"
4753,4747,"V, right, paravermis","PV-V",0,213,232,2,"",7,2,2,"","2013-06-17 19:45:12.80473","3090"
4755,4749,"VI, right, paravermis","PV-VI",0,213,232,2,"",7,2,2,"","2013-06-17 19:45:12.847277","3091"
4756,4750,"Crus I, right, paravermis","PV-Crus I",0,213,232,2,"",7,2,2,"","2013-06-17 19:45:12.882482","3092"
4757,4751,"Crus II, right, paravermis","PV-Crus II",0,213,232,2,"",7,2,2,"","2013-06-17 19:45:12.917654","3093"
4758,4752,"VIIB, right, paravermis","PV-VIIB",0,213,232,2,"",7,2,2,"","2013-06-17 19:45:12.952403","3094"
4759,4753,"VIIIA, right, paravermis","PV-VIIIA",0,213,232,2,"",7,2,2,"","2013-06-17 19:45:12.986918","3095"
4760,4754,"VIIIB, right, paravermis","PV-VIIIB",0,213,232,2,"",7,2,2,"","2013-06-17 19:45:13.021418","3096"
4761,4755,"IX, right, paravermis","PV-IX",0,213,232,2,"",7,2,2,"","2013-06-17 19:45:13.055962","3097"
4763,4757,"X, right, paravermis","PV-X",0,213,232,2,"",7,2,2,"","2013-06-17 19:45:13.096812","3098"
4766,4760,"I-II, right, lateral hemisphere","He-I-II",0,213,232,3,"",7,2,3,"","2013-06-17 19:45:12.69411","3099"
4767,4761,"III, right, lateral hemisphere","He-III",0,213,232,3,"",7,2,3,"","2013-06-17 19:45:12.737301","3100"
4768,4762,"IV, right, lateral hemisphere","He-IV",0,213,232,3,"",7,2,3,"","2013-06-17 19:45:12.775945","3101"
4769,4763,"V, right, lateral hemisphere","He-V",0,213,232,3,"",7,2,3,"","2013-06-17 19:45:12.81181","3102"
4771,4765,"VI, right, lateral hemisphere","He-VI",0,213,232,3,"",7,2,3,"","2013-06-17 19:45:12.854369","3103"
4772,4766,"Crus I, right, lateral hemisphere","He-Crus I",0,213,232,3,"",7,2,3,"","2013-06-17 19:45:12.889496","3104"
4773,4767,"Crus II, right, lateral hemisphere","He-Crus II",0,213,232,3,"",7,2,3,"","2013-06-17 19:45:12.924743","3105"
4774,4768,"VIIB, right, lateral hemisphere","He-VIIB",0,213,232,3,"",7,2,3,"","2013-06-17 19:45:12.959191","3106"
4775,4769,"VIIIA, right, lateral hemisphere","He-VIIIA",0,213,232,3,"",7,2,3,"","2013-06-17 19:45:12.993869","3107"
4776,4770,"VIIIB, right, lateral hemisphere","He-VIIIB",0,213,232,3,"",7,2,3,"","2013-06-17 19:45:13.028216","3108"
4777,4771,"IX, right, lateral hemisphere","He-IX",0,213,232,3,"",7,2,3,"","2013-06-17 19:45:13.062797","3109"
4779,4773,"X, right, lateral hemisphere","He-X",0,213,232,3,"",7,2,3,"","2013-06-17 19:45:13.103644","3110"
4780,4774,"cerebellar nuclei","CbN",6,202,255,1,"",7,3,1,"","2013-06-17 19:45:13.110399","3111"
4782,4776,"dentate nucleus, left","Dt",6,202,255,0,"",7,1,0,"","2013-06-17 19:45:13.897371","3112"
4783,4777,"emboliform nucleus, left","Emb",6,202,255,0,"",7,1,0,"","2013-06-17 19:45:13.962341","3113"
4784,4778,"fastigial nucleus, left","Fas",6,202,255,0,"",7,1,0,"","2013-06-17 19:45:14.025715","3114"
4785,4779,"globose nucleus, left","Glo",6,202,255,0,"",7,1,0,"","2013-06-17 19:45:14.090851","3115"
4787,4781,"dentate nucleus, right","Dt",6,202,255,1,"",7,2,1,"","2013-06-17 19:45:13.918937","3116"
4788,4782,"emboliform nucleus, right","Emb",6,202,255,1,"",7,2,1,"","2013-06-17 19:45:13.984705","3117"
4789,4783,"fastigial nucleus, right","Fas",6,202,255,1,"",7,2,1,"","2013-06-17 19:45:14.047212","3118"
4790,4784,"globose nucleus, right","Glo",6,202,255,1,"",7,2,1,"","2013-06-17 19:45:14.111872","3119"
4833,4827,"metencephalon","MET",2,225,210,3,"",7,3,3,"","2013-06-17 19:45:11.859211","3120"
4888,4888,"frontal pole","FP",232,195,89,2,"",7,3,2,"","2013-06-17 19:44:56.628292","3121"
4889,4889,"frontal pole, left","FP",232,195,89,0,"",7,1,0,"","2013-06-17 19:44:56.635467","3122"
4890,4890,"frontal pole, left, superior aspect","FP-s",232,195,89,0,"",7,1,0,"","2013-06-17 19:44:56.6425","3123"
4891,4891,"frontal pole, left, inferior aspect","FPi",232,195,89,1,"",7,1,1,"","2013-06-17 19:44:56.649501","3124"
4892,4892,"frontal pole, left, medial aspect","FPm",232,195,89,2,"",7,1,2,"","2013-06-17 19:44:56.657484","3125"
4893,4893,"frontal pole, right","FP",232,195,89,1,"",7,2,1,"","2013-06-17 19:44:56.664729","3126"
4894,4894,"frontal pole, right, superior aspect","FP-s",232,195,89,0,"",7,2,0,"","2013-06-17 19:44:56.671815","3127"
4895,4895,"frontal pole, right, inferior aspect","FPi",232,195,89,1,"",7,2,1,"","2013-06-17 19:44:56.678956","3128"
4896,4896,"frontal pole, right, medial aspect","FPm",232,195,89,2,"",7,2,2,"","2013-06-17 19:44:56.686027","3129"
4897,4897,"superior rostral gyrus","SRoG",232,219,89,16,"",7,3,16,"","2013-06-17 19:44:57.788833","3130"
4898,4898,"superior rostral gyrus, left","SRoG",232,219,89,0,"",7,1,0,"","2013-06-17 19:44:57.795925","3131"
4899,4899,"superior rostral gyrus, right","SRoG",232,219,89,1,"",7,2,1,"","2013-06-17 19:44:57.803056","3132"
4900,4900,"inferior rostral gyrus","IRoG",232,200,89,5,"",7,3,5,"","2013-06-17 19:44:56.797259","3133"
4901,4901,"inferior rostral gyrus, left","IRoG",232,200,89,0,"",7,1,0,"","2013-06-17 19:44:56.804484","3134"
4902,4902,"inferior rostral gyrus, right","IRoG",232,200,89,1,"",7,2,1,"","2013-06-17 19:44:56.811421","3135"
4903,4903,"temporal pole, left, superior aspect","TP-s",255,156,127,0,"",7,1,0,"","2013-06-17 19:45:01.402305","3136"
4904,4904,"temporal pole, left, inferior aspect","TP-i",255,156,127,1,"",7,1,1,"","2013-06-17 19:45:01.409772","3137"
4905,4905,"temporal pole, left, medial aspect","TP-m",255,156,127,2,"",7,1,2,"","2013-06-17 19:45:01.417223","3138"
4906,4906,"temporal pole, right, superior aspect","TP-s",255,156,127,0,"",7,2,0,"","2013-06-17 19:45:01.432009","3139"
4907,4907,"temporal pole, right, inferior aspect","TP-i",255,156,127,1,"",7,2,1,"","2013-06-17 19:45:01.439368","3140"
4908,4908,"temporal pole, right, medial aspect","TP-m",255,156,127,2,"",7,2,2,"","2013-06-17 19:45:01.44674","3141"
4909,4909,"occipital pole, left, superior aspect","OPs",232,133,81,0,"",7,1,0,"","2013-06-17 19:44:59.17532","3142"
4910,4910,"occipital pole, left, inferior aspect","OPi",232,133,81,1,"",7,1,1,"","2013-06-17 19:44:59.182477","3143"
4911,4911,"occipital pole, left, lateral aspect","OPl",232,133,81,2,"",7,1,2,"","2013-06-17 19:44:59.18939","3144"
4912,4912,"occipital pole, right, superior aspect","OPs",232,133,81,0,"",7,2,0,"","2013-06-17 19:44:59.203135","3145"
4913,4913,"occipital pole, right, inferior aspect","OPi",232,133,81,1,"",7,2,1,"","2013-06-17 19:44:59.209979","3146"
4914,4914,"occipital pole, right, lateral aspect","OPl",232,133,81,2,"",7,2,2,"","2013-06-17 19:44:59.216803","3147"
4916,4915,"ventricles, isthmic roof plate","v_isR",247,93,255,1758,5,8,3,1758,"","","3148"
4918,4917,"ventricles, r2 alar plate","v_r2A",179,110,255,1769,5,8,3,1769,"","","3149"
4920,4919,"intermediate stratum of m1Lim","m1Limi",77,255,134,953,10,8,3,953,"","","3150"
4922,4921,"liminar part of the my1 alar plate","my1Lim",255,248,115,1621,7,8,3,1621,"","","3151"
4924,4923,"r2 part of laterobasal reticular formation","r2LBRt",190,140,255,1270,11,8,3,1270,"","","3152"
4926,4925,"superficial stratum of isBL","isBLs",255,140,234,1112,10,8,3,1112,"","","3153"
4928,4927,"ventricles, r2 basal plate","v_r2B",172,110,255,1770,5,8,3,1770,"","","3154"
4930,4929,"ventricular zone of SeStr","SeStrv",255,136,51,222,9,8,3,222,"","","3155"
4932,4931,"periventricular stratum of r1BM","r1BMp",247,191,255,1220,10,8,3,1220,"","","3156"
4934,4933,"superficial stratum of ITTh","ITThs",217,199,108,698,10,8,3,698,"","","3157"
4936,4935,"ventricles, my1 roof","v_my1R",255,235,93,1822,5,8,3,1822,"","","3158"
4938,4937,"striatal amygdala","AStr",255,119,46,282,8,8,3,282,"","","3159"
4940,4939,"p2 part of the zona limitans","p2ZL",230,211,115,714,7,8,3,714,"","","3160"
4942,4941,"periventricular stratum of CoPD","CoPDp",217,156,65,828,10,8,3,828,"","","3161"
4944,4943,"intermediate stratum of r3BL","r3BLi",158,140,255,1330,10,8,3,1330,"","","3162"
4946,4945,"superficial stratum of r1BM","r1BMs",247,191,255,1228,10,8,3,1228,"","","3163"
4948,4947,"ventricular zone of ITTh","ITThv",217,199,108,684,9,8,3,684,"","","3164"
4950,4949,"ventricular zone of isBL","isBLv",255,140,234,1103,9,8,3,1103,"","","3165"
4952,4951,"rostral zona incerta","RZI",238,242,145,590,11,8,3,590,"","","3166"
4954,4953,"ventricles, r2 floor plate","v_r2F",154,93,255,1771,5,8,3,1771,"","","3167"
4956,4955,"mantle zone of m1Lim","m1Limm",77,255,134,950,9,8,3,950,"","","3168"
4958,4957,"JcP contribution to DT","JcP-DT",191,131,38,804,11,8,3,804,"","","3169"
4960,4959,"interstitial nucleus of the posterior limb of the anterior commissure","IPAC",255,216,135,267,11,8,3,267,"","","3170"
4962,4961,"superficial stratum of CoPD","CoPDs",217,156,65,834,10,8,3,834,"","","3171"
4964,4963,"dorsomedial preoptic area, intermediate part","DMPAi",209,42,164,31,11,8,3,31,"","","3172"
4966,4965,"ventricular zone of r1BM","r1BMv",247,191,255,1218,9,8,3,1218,"","","3173"
4968,4967,"periventricular stratum of m1Lim","m1Limp",77,255,134,951,10,8,3,951,"","","3174"
4970,4969,"mantle zone of r3BL","r3BLm",158,140,255,1327,9,8,3,1327,"","","3175"
4972,4971,"vestibulocerebellar nucleus","VeCb",220,38,255,1163,12,8,3,1163,"","","3176"
4974,4973,"ventricular zone of CoPD","CoPDv",217,156,65,826,9,8,3,826,"","","3177"
4976,4975,"zona incerta complex","ZIC",238,242,145,583,7,8,3,583,"","","3178"
4978,4977,"r7 portion of ambiguous motor nucleus (postmigratory position)","r7Amb",115,199,255,1475,11,8,3,1475,"","","3179"
4980,4979,"dorsal spinocerebellar tract","dsc",204,204,204,1688,12,8,3,1688,"","","3180"
4982,4981,"m2 roof","m2R",64,255,79,996,5,8,3,996,"","","3181"
4984,4983,"intermediate stratum of PcPV","PcPVi",204,161,92,790,10,8,3,790,"","","3182"
4986,4985,"red nucleus, magnocellular part","RMC",0,217,54,979,11,8,3,979,"","","3183"
4988,4987,"hippocampal commissure","hc",204,204,204,1644,12,8,3,1644,"","","3184"
4990,4989,"uncinate fascicle","un",204,204,204,1686,12,8,3,1686,"","","3185"
4992,4991,"pretectal tegmentum","PtTg",237,168,92,867,4,8,3,867,"","","3186"
4994,4993,"periventricular stratum of r3BL","r3BLp",158,140,255,1328,10,8,3,1328,"","","3187"
4996,4995,"r2 part of principal trigeminal sensory nucleus","r2Pr5",175,89,255,1246,11,8,3,1246,"","","3188"
4998,4997,"superficial stratum of m1Lim","m1Lims",77,255,134,955,10,8,3,955,"","","3189"
5000,4999,"ventricles, thalamic tegmentum","v_ThTg",237,200,92,1730,4,8,3,1730,"","","3190"
5002,5001,"r3 part of intermediobasal reticular formation","r3IBRt",178,166,255,1340,11,8,3,1340,"","","3191"
5004,5003,"nucleus incertus","Inc",202,191,255,1347,11,8,3,1347,"","","3192"
5006,5005,"anterodorsal nucleus","AD",191,172,77,657,12,8,3,657,"","","3193"
5008,5007,"bed area of the posterior commissure","PCom",217,173,84,757,6,8,3,757,"","","3194"
5010,5009,"mantle zone of PcPV","PcPVm",204,161,92,787,9,8,3,787,"","","3195"
5012,5011,"neural plate","NP",92,237,103,2,0,8,3,2,"","","3196"
5014,5013,"superficial stratum of r3BL","r3BLs",158,140,255,1333,10,8,3,1333,"","","3197"
5016,5015,"ventricular zone of m1Lim","m1Limv",77,255,134,949,9,8,3,949,"","","3198"
